Nodo,Datos
146,"{'ID': 146, 'Marca': 'HP', 'Modelo': 'csaive', 'Puertos': 49, 'Ubicacion': (28.9960863444799, 56.670983813942975), 'AnchoDeBanda': 184}"
147,"{'ID': 147, 'Marca': 'Ruckus Networks', 'Modelo': 'LtLkOR', 'Puertos': 6, 'Ubicacion': (42.67150266537543, 60.43512731659083), 'AnchoDeBanda': 454}"
148,"{'ID': 148, 'Marca': 'Riverbed Technology', 'Modelo': 'Gm5YiH', 'Puertos': 29, 'Ubicacion': (51.73274763584138, 30.288915861061994), 'AnchoDeBanda': 989}"
149,"{'ID': 149, 'Marca': 'Check Point', 'Modelo': 'aT9MZP', 'Puertos': 6, 'Ubicacion': (74.40223558881075, 35.77966354861191), 'AnchoDeBanda': 324}"
150,"{'ID': 150, 'Marca': 'TP-Link', 'Modelo': 'ErrE1C', 'Puertos': 18, 'Ubicacion': (50.76686245781792, 76.203751414857), 'AnchoDeBanda': 143}"
151,"{'ID': 151, 'Marca': 'Aruba Networks', 'Modelo': 'BOxZ8Z', 'Puertos': 15, 'Ubicacion': (85.86712156051802, 56.29960588484515), 'AnchoDeBanda': 990}"
152,"{'ID': 152, 'Marca': 'Netgear', 'Modelo': 'NE3jqS', 'Puertos': 37, 'Ubicacion': (31.2164045887412, 6.821869952532822), 'AnchoDeBanda': 421}"
153,"{'ID': 153, 'Marca': 'Netgear', 'Modelo': 'uLn90e', 'Puertos': 15, 'Ubicacion': (24.209646169023024, 67.35056711174624), 'AnchoDeBanda': 131}"
154,"{'ID': 154, 'Marca': 'FireEye', 'Modelo': 'bYxLdP', 'Puertos': 32, 'Ubicacion': (60.0279484735391, 60.693733859141894), 'AnchoDeBanda': 925}"
155,"{'ID': 155, 'Marca': 'Pulse Secure', 'Modelo': 'Ywk8dY', 'Puertos': 42, 'Ubicacion': (8.628406620923812, 87.41311884097033), 'AnchoDeBanda': 734}"
156,"{'ID': 156, 'Marca': 'Check Point', 'Modelo': '296MUC', 'Puertos': 23, 'Ubicacion': (8.81335551055713, 97.50266550263717), 'AnchoDeBanda': 837}"
157,"{'ID': 157, 'Marca': 'Ubiquiti Networks', 'Modelo': 'CeqhCf', 'Puertos': 19, 'Ubicacion': (69.87629483941112, 7.664389822724393), 'AnchoDeBanda': 157}"
158,"{'ID': 158, 'Marca': 'Huawei', 'Modelo': 'g6w9O1', 'Puertos': 17, 'Ubicacion': (47.64694373489435, 6.0857437366856), 'AnchoDeBanda': 759}"
159,"{'ID': 159, 'Marca': 'Zyxel', 'Modelo': 'vraVsk', 'Puertos': 25, 'Ubicacion': (38.477758986786505, 2.6816918659176125), 'AnchoDeBanda': 372}"
160,"{'ID': 160, 'Marca': 'Huawei', 'Modelo': '4WOjTz', 'Puertos': 43, 'Ubicacion': (2.463230082493739, 70.34631776021824), 'AnchoDeBanda': 908}"
161,"{'ID': 161, 'Marca': 'Juniper Networks', 'Modelo': 'hGjM3K', 'Puertos': 7, 'Ubicacion': (67.80284422749297, 50.229027895931026), 'AnchoDeBanda': 660}"
162,"{'ID': 162, 'Marca': 'HP', 'Modelo': '97hV5L', 'Puertos': 24, 'Ubicacion': (48.03548578395187, 86.09395030337633), 'AnchoDeBanda': 153}"
163,"{'ID': 163, 'Marca': 'Ruckus Networks', 'Modelo': 'LqALTw', 'Puertos': 30, 'Ubicacion': (57.11823833553134, 6.648788819121931), 'AnchoDeBanda': 641}"
164,"{'ID': 164, 'Marca': 'Cisco', 'Modelo': 'dwdzJ6', 'Puertos': 17, 'Ubicacion': (48.66597599619106, 88.54265036137085), 'AnchoDeBanda': 835}"
165,"{'ID': 165, 'Marca': 'Dell', 'Modelo': 'z4R9wh', 'Puertos': 11, 'Ubicacion': (6.120526650695868, 32.90442681757874), 'AnchoDeBanda': 821}"
166,"{'ID': 166, 'Marca': 'Ruckus Networks', 'Modelo': 'NdIzz3', 'Puertos': 29, 'Ubicacion': (20.35009353387478, 99.25917975320122), 'AnchoDeBanda': 650}"
167,"{'ID': 167, 'Marca': 'Ubiquiti Networks', 'Modelo': '78YJu0', 'Puertos': 9, 'Ubicacion': (46.43914325596511, 29.10445046507618), 'AnchoDeBanda': 343}"
168,"{'ID': 168, 'Marca': 'Huawei', 'Modelo': 'biOc5v', 'Puertos': 32, 'Ubicacion': (8.58353249051359, 98.21869429727253), 'AnchoDeBanda': 184}"
169,"{'ID': 169, 'Marca': 'Pulse Secure', 'Modelo': 'MtN8E0', 'Puertos': 47, 'Ubicacion': (2.750737979974782, 51.21099427919611), 'AnchoDeBanda': 391}"
170,"{'ID': 170, 'Marca': 'Avaya', 'Modelo': 'pfud9X', 'Puertos': 17, 'Ubicacion': (75.16691830819828, 29.867240590989475), 'AnchoDeBanda': 75}"
171,"{'ID': 171, 'Marca': 'Huawei', 'Modelo': 'L2NAsH', 'Puertos': 45, 'Ubicacion': (66.178785066802, 5.391087130827521), 'AnchoDeBanda': 652}"
172,"{'ID': 172, 'Marca': 'Riverbed Technology', 'Modelo': '4p9rVu', 'Puertos': 41, 'Ubicacion': (76.2550661316151, 32.30221020604238), 'AnchoDeBanda': 585}"
173,"{'ID': 173, 'Marca': 'TP-Link', 'Modelo': '56yQBO', 'Puertos': 10, 'Ubicacion': (4.159983366658315, 86.95578954683482), 'AnchoDeBanda': 815}"
174,"{'ID': 174, 'Marca': 'Aruba Networks', 'Modelo': 'ut2TyY', 'Puertos': 18, 'Ubicacion': (44.93784739489377, 27.232672055407324), 'AnchoDeBanda': 966}"
175,"{'ID': 175, 'Marca': 'Aruba Networks', 'Modelo': '8Q9OQ1', 'Puertos': 6, 'Ubicacion': (40.87912881814027, 54.00435127367137), 'AnchoDeBanda': 134}"
176,"{'ID': 176, 'Marca': 'HP', 'Modelo': '6SBjXA', 'Puertos': 44, 'Ubicacion': (58.482815775338004, 40.66817864737317), 'AnchoDeBanda': 665}"
177,"{'ID': 177, 'Marca': 'Cisco', 'Modelo': 'Is8TcG', 'Puertos': 49, 'Ubicacion': (78.09334567553702, 59.58256802236485), 'AnchoDeBanda': 972}"
178,"{'ID': 178, 'Marca': 'Avaya', 'Modelo': 'kZ5ov5', 'Puertos': 35, 'Ubicacion': (8.569969883835949, 24.802863402881492), 'AnchoDeBanda': 236}"
179,"{'ID': 179, 'Marca': 'Cisco', 'Modelo': 'C1sZDq', 'Puertos': 45, 'Ubicacion': (82.51081620157278, 55.21866296452086), 'AnchoDeBanda': 587}"
180,"{'ID': 180, 'Marca': 'Avaya', 'Modelo': '5FV6lR', 'Puertos': 41, 'Ubicacion': (96.48010428174658, 33.76874001706518), 'AnchoDeBanda': 600}"
181,"{'ID': 181, 'Marca': 'Aruba Networks', 'Modelo': 'FklNJI', 'Puertos': 35, 'Ubicacion': (17.568577097008852, 36.43194273428869), 'AnchoDeBanda': 920}"
182,"{'ID': 182, 'Marca': 'Huawei', 'Modelo': 'Mguv2h', 'Puertos': 33, 'Ubicacion': (64.42101472359751, 95.04336802835695), 'AnchoDeBanda': 566}"
183,"{'ID': 183, 'Marca': 'Barracuda Networks', 'Modelo': '969Qny', 'Puertos': 39, 'Ubicacion': (1.1908658796900284, 94.42049992943848), 'AnchoDeBanda': 777}"
184,"{'ID': 184, 'Marca': 'Cisco', 'Modelo': 'rojMrr', 'Puertos': 38, 'Ubicacion': (89.78983996685777, 39.140498027350205), 'AnchoDeBanda': 757}"
185,"{'ID': 185, 'Marca': 'TP-Link', 'Modelo': '1kmhpB', 'Puertos': 36, 'Ubicacion': (43.78330823664339, 18.44498444535495), 'AnchoDeBanda': 654}"
186,"{'ID': 186, 'Marca': 'Avaya', 'Modelo': 'qwZ2aL', 'Puertos': 13, 'Ubicacion': (1.0035385523447404, 24.737732341062447), 'AnchoDeBanda': 195}"
187,"{'ID': 187, 'Marca': 'Zyxel', 'Modelo': '4BYgyK', 'Puertos': 20, 'Ubicacion': (68.5505323745399, 84.19821840133889), 'AnchoDeBanda': 335}"
188,"{'ID': 188, 'Marca': 'FireEye', 'Modelo': '0j2P6X', 'Puertos': 19, 'Ubicacion': (33.5642599351739, 50.79689438626915), 'AnchoDeBanda': 617}"
189,"{'ID': 189, 'Marca': 'TP-Link', 'Modelo': 'qaS02q', 'Puertos': 5, 'Ubicacion': (60.745026689850675, 2.20457831329125), 'AnchoDeBanda': 129}"
190,"{'ID': 190, 'Marca': 'Barracuda Networks', 'Modelo': 'm2MAPw', 'Puertos': 30, 'Ubicacion': (2.0986630635801307, 9.494791846072681), 'AnchoDeBanda': 42}"
191,"{'ID': 191, 'Marca': 'F5 Networks', 'Modelo': '1et5ee', 'Puertos': 13, 'Ubicacion': (20.717511844899082, 21.607330922944335), 'AnchoDeBanda': 468}"
192,"{'ID': 192, 'Marca': 'F5 Networks', 'Modelo': '50CHLR', 'Puertos': 6, 'Ubicacion': (84.72029594780265, 66.96399446339531), 'AnchoDeBanda': 223}"
193,"{'ID': 193, 'Marca': 'Avaya', 'Modelo': 'FV6BnY', 'Puertos': 7, 'Ubicacion': (55.3952560634415, 57.54848766947107), 'AnchoDeBanda': 562}"
194,"{'ID': 194, 'Marca': 'Barracuda Networks', 'Modelo': '6MFEK4', 'Puertos': 6, 'Ubicacion': (3.2419372676760094, 48.342337999321025), 'AnchoDeBanda': 646}"
195,"{'ID': 195, 'Marca': 'Barracuda Networks', 'Modelo': 'wEwtSP', 'Puertos': 24, 'Ubicacion': (19.726656237355567, 84.76613894100223), 'AnchoDeBanda': 400}"
196,"{'ID': 196, 'Marca': 'HP', 'Modelo': 'LrDNC5', 'Puertos': 20, 'Ubicacion': (47.013485173270944, 33.183659174622846), 'AnchoDeBanda': 117}"
197,"{'ID': 197, 'Marca': 'Pulse Secure', 'Modelo': 'u6HNGk', 'Puertos': 33, 'Ubicacion': (92.19674449666206, 23.28052935507168), 'AnchoDeBanda': 405}"
198,"{'ID': 198, 'Marca': 'Aruba Networks', 'Modelo': 'Gd8q05', 'Puertos': 48, 'Ubicacion': (74.03642393342548, 25.129025539660045), 'AnchoDeBanda': 629}"
199,"{'ID': 199, 'Marca': 'HP', 'Modelo': 'PXrFon', 'Puertos': 46, 'Ubicacion': (35.6844547008081, 37.05503721930421), 'AnchoDeBanda': 823}"
200,"{'ID': 200, 'Marca': 'TP-Link', 'Modelo': 'ZKQVqQ', 'Puertos': 21, 'Ubicacion': (55.19096294511689, 93.85730155358793), 'AnchoDeBanda': 13}"
201,"{'ID': 201, 'Marca': 'Barracuda Networks', 'Modelo': '7IFEvS', 'Puertos': 9, 'Ubicacion': (43.35583891384459, 15.492185116630298), 'AnchoDeBanda': 402}"
202,"{'ID': 202, 'Marca': 'Barracuda Networks', 'Modelo': '4D0xjl', 'Puertos': 6, 'Ubicacion': (90.18459700370781, 42.77118403135699), 'AnchoDeBanda': 307}"
203,"{'ID': 203, 'Marca': 'Huawei', 'Modelo': 'lq3oXf', 'Puertos': 19, 'Ubicacion': (66.92735673590828, 88.05107365082708), 'AnchoDeBanda': 571}"
204,"{'ID': 204, 'Marca': 'HP', 'Modelo': 'TNgwKY', 'Puertos': 8, 'Ubicacion': (56.3284194392679, 4.783399192518956), 'AnchoDeBanda': 349}"
205,"{'ID': 205, 'Marca': 'Check Point', 'Modelo': 'GKC9nV', 'Puertos': 44, 'Ubicacion': (16.30128357333003, 19.94211825624397), 'AnchoDeBanda': 68}"
206,"{'ID': 206, 'Marca': 'Aruba Networks', 'Modelo': 'NZaJXY', 'Puertos': 15, 'Ubicacion': (99.72855829552991, 51.72441148612441), 'AnchoDeBanda': 116}"
207,"{'ID': 207, 'Marca': 'F5 Networks', 'Modelo': 'kRWdQh', 'Puertos': 45, 'Ubicacion': (15.979081271899476, 19.862429826294804), 'AnchoDeBanda': 264}"
208,"{'ID': 208, 'Marca': 'TP-Link', 'Modelo': 'ny3kO8', 'Puertos': 32, 'Ubicacion': (0.22305994960161168, 27.049862377562672), 'AnchoDeBanda': 317}"
209,"{'ID': 209, 'Marca': 'TP-Link', 'Modelo': 'K0hXCV', 'Puertos': 42, 'Ubicacion': (37.39805525696672, 53.4692334674289), 'AnchoDeBanda': 536}"
210,"{'ID': 210, 'Marca': 'Dell', 'Modelo': 'b2Jra1', 'Puertos': 8, 'Ubicacion': (12.331077168783056, 61.734872843704025), 'AnchoDeBanda': 815}"
211,"{'ID': 211, 'Marca': 'Huawei', 'Modelo': '4ArK5a', 'Puertos': 23, 'Ubicacion': (87.07967818013813, 52.53377019170282), 'AnchoDeBanda': 793}"
212,"{'ID': 212, 'Marca': 'Ruckus Networks', 'Modelo': 'H1RyBV', 'Puertos': 45, 'Ubicacion': (20.64213218895804, 18.20417395774915), 'AnchoDeBanda': 565}"
213,"{'ID': 213, 'Marca': 'Zyxel', 'Modelo': '45TQsg', 'Puertos': 11, 'Ubicacion': (40.875947847126724, 47.16907287206726), 'AnchoDeBanda': 399}"
214,"{'ID': 214, 'Marca': 'Check Point', 'Modelo': 'UX1Gyo', 'Puertos': 31, 'Ubicacion': (22.89657624980641, 38.18633163389369), 'AnchoDeBanda': 523}"
215,"{'ID': 215, 'Marca': 'Netgear', 'Modelo': 'YNwPwf', 'Puertos': 38, 'Ubicacion': (14.34159050153665, 38.372079008968285), 'AnchoDeBanda': 102}"
216,"{'ID': 216, 'Marca': 'Netgear', 'Modelo': 'GndHXQ', 'Puertos': 49, 'Ubicacion': (52.038368250194466, 74.78675873053086), 'AnchoDeBanda': 570}"
217,"{'ID': 217, 'Marca': 'Dell', 'Modelo': 'jIH5lP', 'Puertos': 34, 'Ubicacion': (30.796738089048393, 64.45084246839876), 'AnchoDeBanda': 997}"
218,"{'ID': 218, 'Marca': 'Avaya', 'Modelo': '9xHvZO', 'Puertos': 34, 'Ubicacion': (34.32211183830699, 16.073924635847924), 'AnchoDeBanda': 641}"
219,"{'ID': 219, 'Marca': 'Huawei', 'Modelo': 'Z2OFLq', 'Puertos': 10, 'Ubicacion': (15.040839112114824, 45.11690207887198), 'AnchoDeBanda': 71}"
220,"{'ID': 220, 'Marca': 'Dell', 'Modelo': 'v1ZGmK', 'Puertos': 7, 'Ubicacion': (25.894306055987492, 61.15949339396906), 'AnchoDeBanda': 628}"
221,"{'ID': 221, 'Marca': 'Zyxel', 'Modelo': 'owgjaA', 'Puertos': 24, 'Ubicacion': (86.28504064550441, 48.4334017753982), 'AnchoDeBanda': 667}"
222,"{'ID': 222, 'Marca': 'Netgear', 'Modelo': 'pBhQ7J', 'Puertos': 31, 'Ubicacion': (63.467220825878535, 95.92711674041652), 'AnchoDeBanda': 290}"
223,"{'ID': 223, 'Marca': 'Juniper Networks', 'Modelo': 'j3Mbu6', 'Puertos': 15, 'Ubicacion': (71.0885601598269, 57.64329231840624), 'AnchoDeBanda': 105}"
224,"{'ID': 224, 'Marca': 'Check Point', 'Modelo': 'irbA8U', 'Puertos': 47, 'Ubicacion': (11.965484008648698, 90.76459620475225), 'AnchoDeBanda': 502}"
225,"{'ID': 225, 'Marca': 'Cisco', 'Modelo': 'RqGawz', 'Puertos': 11, 'Ubicacion': (85.34127575908698, 76.08552484208589), 'AnchoDeBanda': 980}"
226,"{'ID': 226, 'Marca': 'F5 Networks', 'Modelo': '28bq76', 'Puertos': 41, 'Ubicacion': (78.73468378443114, 41.71877179254192), 'AnchoDeBanda': 35}"
227,"{'ID': 227, 'Marca': 'Cisco', 'Modelo': '5oNf7y', 'Puertos': 35, 'Ubicacion': (43.47670177920031, 45.065751666382404), 'AnchoDeBanda': 792}"
228,"{'ID': 228, 'Marca': 'Ubiquiti Networks', 'Modelo': 'khDbPi', 'Puertos': 35, 'Ubicacion': (13.434362678453738, 26.926271943252157), 'AnchoDeBanda': 137}"
229,"{'ID': 229, 'Marca': 'Ubiquiti Networks', 'Modelo': 'lY723I', 'Puertos': 21, 'Ubicacion': (91.54244949103872, 41.9049274646997), 'AnchoDeBanda': 925}"
230,"{'ID': 230, 'Marca': 'Barracuda Networks', 'Modelo': 'EAxf7n', 'Puertos': 29, 'Ubicacion': (93.60157398985402, 13.211743273496545), 'AnchoDeBanda': 92}"
231,"{'ID': 231, 'Marca': 'Avaya', 'Modelo': 'dk432V', 'Puertos': 39, 'Ubicacion': (86.4389301924039, 33.246013944316346), 'AnchoDeBanda': 82}"
232,"{'ID': 232, 'Marca': 'F5 Networks', 'Modelo': 'NSV7z4', 'Puertos': 40, 'Ubicacion': (49.45957452848748, 33.066736186567184), 'AnchoDeBanda': 857}"
233,"{'ID': 233, 'Marca': 'TP-Link', 'Modelo': 'VQuLwD', 'Puertos': 39, 'Ubicacion': (76.03673648971638, 95.31086877599503), 'AnchoDeBanda': 448}"
234,"{'ID': 234, 'Marca': 'FireEye', 'Modelo': 'yt1oKk', 'Puertos': 24, 'Ubicacion': (85.03158927818029, 30.13227211856092), 'AnchoDeBanda': 399}"
235,"{'ID': 235, 'Marca': 'F5 Networks', 'Modelo': 'idg8Aw', 'Puertos': 45, 'Ubicacion': (55.60876510646057, 80.29587656561885), 'AnchoDeBanda': 131}"
236,"{'ID': 236, 'Marca': 'Riverbed Technology', 'Modelo': '1iwFDt', 'Puertos': 19, 'Ubicacion': (99.40684131300942, 43.34715376068109), 'AnchoDeBanda': 793}"
237,"{'ID': 237, 'Marca': 'Huawei', 'Modelo': 'a7ATz1', 'Puertos': 18, 'Ubicacion': (47.20482638418741, 75.88508432147097), 'AnchoDeBanda': 695}"
238,"{'ID': 238, 'Marca': 'Ubiquiti Networks', 'Modelo': 'NoQJeJ', 'Puertos': 34, 'Ubicacion': (33.385197044497986, 3.3528091275207728), 'AnchoDeBanda': 5}"
239,"{'ID': 239, 'Marca': 'Netgear', 'Modelo': 'xocsWD', 'Puertos': 20, 'Ubicacion': (17.315333213015936, 39.54505734472315), 'AnchoDeBanda': 524}"
240,"{'ID': 240, 'Marca': 'Zyxel', 'Modelo': 'eoMepN', 'Puertos': 24, 'Ubicacion': (56.667887617108434, 66.70152729208797), 'AnchoDeBanda': 69}"
241,"{'ID': 241, 'Marca': 'Aruba Networks', 'Modelo': 'Ck8QEY', 'Puertos': 25, 'Ubicacion': (99.39273448593339, 0.6192936743814159), 'AnchoDeBanda': 16}"
242,"{'ID': 242, 'Marca': 'Barracuda Networks', 'Modelo': 'nxa8ya', 'Puertos': 46, 'Ubicacion': (60.889372554471976, 60.521819987102866), 'AnchoDeBanda': 427}"
243,"{'ID': 243, 'Marca': 'Aruba Networks', 'Modelo': '57hyua', 'Puertos': 5, 'Ubicacion': (58.40119846434478, 12.79777574540506), 'AnchoDeBanda': 964}"
244,"{'ID': 244, 'Marca': 'Riverbed Technology', 'Modelo': 'oL6YZP', 'Puertos': 11, 'Ubicacion': (51.86238534533282, 60.55166623194697), 'AnchoDeBanda': 403}"
245,"{'ID': 245, 'Marca': 'Check Point', 'Modelo': 'c8vJ85', 'Puertos': 17, 'Ubicacion': (22.808708184549754, 39.74933559079902), 'AnchoDeBanda': 881}"
246,"{'ID': 246, 'Marca': 'Riverbed Technology', 'Modelo': 'kR9mes', 'Puertos': 40, 'Ubicacion': (88.38244058943536, 88.55656608607923), 'AnchoDeBanda': 679}"
247,"{'ID': 247, 'Marca': 'Netgear', 'Modelo': 'n5J1KV', 'Puertos': 17, 'Ubicacion': (75.7125072072809, 60.04155077166657), 'AnchoDeBanda': 925}"
248,"{'ID': 248, 'Marca': 'Cisco', 'Modelo': 'KlmbAQ', 'Puertos': 39, 'Ubicacion': (21.613626308081145, 83.60992850929485), 'AnchoDeBanda': 736}"
249,"{'ID': 249, 'Marca': 'Zyxel', 'Modelo': 'HiGcat', 'Puertos': 36, 'Ubicacion': (16.525266258950722, 18.773702828709304), 'AnchoDeBanda': 520}"
250,"{'ID': 250, 'Marca': 'Pulse Secure', 'Modelo': 'NfhCXn', 'Puertos': 21, 'Ubicacion': (10.43204592562078, 14.272984332916428), 'AnchoDeBanda': 789}"
251,"{'ID': 251, 'Marca': 'Riverbed Technology', 'Modelo': '6kjVCq', 'Puertos': 18, 'Ubicacion': (17.135486500684216, 95.86430931298217), 'AnchoDeBanda': 351}"
252,"{'ID': 252, 'Marca': 'Avaya', 'Modelo': '6AE0qH', 'Puertos': 8, 'Ubicacion': (22.6437166285524, 96.6730682024787), 'AnchoDeBanda': 407}"
253,"{'ID': 253, 'Marca': 'Riverbed Technology', 'Modelo': '0wv6Eh', 'Puertos': 18, 'Ubicacion': (90.41422234075628, 53.16203944381566), 'AnchoDeBanda': 564}"
254,"{'ID': 254, 'Marca': 'Ubiquiti Networks', 'Modelo': 'KpVGEM', 'Puertos': 23, 'Ubicacion': (24.024257056670272, 26.185661476223142), 'AnchoDeBanda': 929}"
255,"{'ID': 255, 'Marca': 'Zyxel', 'Modelo': 'SrBzrS', 'Puertos': 48, 'Ubicacion': (80.60931172768765, 94.45700546750746), 'AnchoDeBanda': 704}"
256,"{'ID': 256, 'Marca': 'Barracuda Networks', 'Modelo': 'Ot97Y8', 'Puertos': 28, 'Ubicacion': (3.8941447032477483, 36.87180440535295), 'AnchoDeBanda': 372}"
257,"{'ID': 257, 'Marca': 'Pulse Secure', 'Modelo': 'uGtrc9', 'Puertos': 38, 'Ubicacion': (96.08236103377212, 84.51487207894895), 'AnchoDeBanda': 940}"
258,"{'ID': 258, 'Marca': 'FireEye', 'Modelo': 'oe6Oc3', 'Puertos': 37, 'Ubicacion': (81.90016420776115, 7.726720263961617), 'AnchoDeBanda': 760}"
259,"{'ID': 259, 'Marca': 'Dell', 'Modelo': 'aUH5E1', 'Puertos': 20, 'Ubicacion': (92.93437547491638, 7.3502825833244305), 'AnchoDeBanda': 478}"
260,"{'ID': 260, 'Marca': 'Netgear', 'Modelo': 'ChxnEK', 'Puertos': 25, 'Ubicacion': (85.8423970320262, 47.92295475910051), 'AnchoDeBanda': 722}"
261,"{'ID': 261, 'Marca': 'Ubiquiti Networks', 'Modelo': 'S9gseM', 'Puertos': 28, 'Ubicacion': (52.29654053812961, 11.644239003319445), 'AnchoDeBanda': 560}"
262,"{'ID': 262, 'Marca': 'Huawei', 'Modelo': 'MRDFOw', 'Puertos': 44, 'Ubicacion': (89.22936967044802, 16.711616993354806), 'AnchoDeBanda': 32}"
263,"{'ID': 263, 'Marca': 'Ruckus Networks', 'Modelo': 'h0mcek', 'Puertos': 11, 'Ubicacion': (62.71591360111783, 50.68570171629499), 'AnchoDeBanda': 570}"
264,"{'ID': 264, 'Marca': 'Avaya', 'Modelo': 'kb1f8s', 'Puertos': 38, 'Ubicacion': (43.77910876942329, 77.43565522355881), 'AnchoDeBanda': 115}"
265,"{'ID': 265, 'Marca': 'Huawei', 'Modelo': 'xPp6lK', 'Puertos': 15, 'Ubicacion': (75.28348134775221, 39.93793436100669), 'AnchoDeBanda': 34}"
266,"{'ID': 266, 'Marca': 'Barracuda Networks', 'Modelo': 'f5OC36', 'Puertos': 21, 'Ubicacion': (34.57835484411622, 2.570206654656837), 'AnchoDeBanda': 907}"
267,"{'ID': 267, 'Marca': 'Check Point', 'Modelo': 'VnLb4R', 'Puertos': 6, 'Ubicacion': (3.565922759262985, 34.862347144767384), 'AnchoDeBanda': 135}"
268,"{'ID': 268, 'Marca': 'FireEye', 'Modelo': 'T3l4SR', 'Puertos': 35, 'Ubicacion': (74.35074400333954, 59.509716507478686), 'AnchoDeBanda': 647}"
269,"{'ID': 269, 'Marca': 'Dell', 'Modelo': '1xHuOu', 'Puertos': 13, 'Ubicacion': (60.703019409940474, 57.45589548220206), 'AnchoDeBanda': 148}"
270,"{'ID': 270, 'Marca': 'HP', 'Modelo': 'AJnVB4', 'Puertos': 41, 'Ubicacion': (62.28942989077909, 10.013194368848211), 'AnchoDeBanda': 331}"
271,"{'ID': 271, 'Marca': 'Check Point', 'Modelo': '0laRR3', 'Puertos': 23, 'Ubicacion': (48.827425765446606, 21.287965857348457), 'AnchoDeBanda': 941}"
272,"{'ID': 272, 'Marca': 'Barracuda Networks', 'Modelo': 'XvPWij', 'Puertos': 24, 'Ubicacion': (47.568920449127795, 29.704257464364225), 'AnchoDeBanda': 985}"
273,"{'ID': 273, 'Marca': 'Juniper Networks', 'Modelo': 'uFoog3', 'Puertos': 43, 'Ubicacion': (93.34352665281955, 92.98440654877933), 'AnchoDeBanda': 108}"
274,"{'ID': 274, 'Marca': 'Netgear', 'Modelo': 'jFSaGv', 'Puertos': 7, 'Ubicacion': (10.679884190592336, 5.068696337518752), 'AnchoDeBanda': 814}"
275,"{'ID': 275, 'Marca': 'Dell', 'Modelo': 'jNK9Et', 'Puertos': 41, 'Ubicacion': (26.390914749994433, 17.72430914133667), 'AnchoDeBanda': 250}"
276,"{'ID': 276, 'Marca': 'FireEye', 'Modelo': 'tawgR6', 'Puertos': 17, 'Ubicacion': (62.11874010542198, 4.350275783244495), 'AnchoDeBanda': 22}"
277,"{'ID': 277, 'Marca': 'Ubiquiti Networks', 'Modelo': 'isfUj8', 'Puertos': 44, 'Ubicacion': (75.59912764143432, 18.447985472535645), 'AnchoDeBanda': 340}"
278,"{'ID': 278, 'Marca': 'Ubiquiti Networks', 'Modelo': 'nMQT2v', 'Puertos': 49, 'Ubicacion': (67.57598007761074, 57.80930781365715), 'AnchoDeBanda': 249}"
279,"{'ID': 279, 'Marca': 'Ruckus Networks', 'Modelo': 'ImNt4e', 'Puertos': 18, 'Ubicacion': (29.67710574428053, 22.091139311317676), 'AnchoDeBanda': 527}"
280,"{'ID': 280, 'Marca': 'Netgear', 'Modelo': 'jaD0xy', 'Puertos': 40, 'Ubicacion': (19.04932492589886, 86.95673854131142), 'AnchoDeBanda': 787}"
281,"{'ID': 281, 'Marca': 'Ubiquiti Networks', 'Modelo': 'mqlKjF', 'Puertos': 30, 'Ubicacion': (72.78801913095437, 15.95129399697559), 'AnchoDeBanda': 617}"
282,"{'ID': 282, 'Marca': 'Zyxel', 'Modelo': 'sYIKQ9', 'Puertos': 47, 'Ubicacion': (88.52159192045943, 86.04508708812175), 'AnchoDeBanda': 52}"
283,"{'ID': 283, 'Marca': 'TP-Link', 'Modelo': 'iXMYY2', 'Puertos': 42, 'Ubicacion': (1.289142562227752, 58.12299888395822), 'AnchoDeBanda': 239}"
284,"{'ID': 284, 'Marca': 'F5 Networks', 'Modelo': 'KN96Ke', 'Puertos': 37, 'Ubicacion': (28.5622648521053, 17.75351658033997), 'AnchoDeBanda': 700}"
285,"{'ID': 285, 'Marca': 'Dell', 'Modelo': 'CkvxfU', 'Puertos': 21, 'Ubicacion': (49.63462218759016, 26.05561133266977), 'AnchoDeBanda': 490}"
286,"{'ID': 286, 'Marca': 'Juniper Networks', 'Modelo': 'Dr1JcT', 'Puertos': 36, 'Ubicacion': (44.54302691440903, 10.078794542071268), 'AnchoDeBanda': 586}"
287,"{'ID': 287, 'Marca': 'HP', 'Modelo': '4jgn35', 'Puertos': 21, 'Ubicacion': (9.85390877777348, 39.8701812834217), 'AnchoDeBanda': 813}"
288,"{'ID': 288, 'Marca': 'F5 Networks', 'Modelo': '1CIGzP', 'Puertos': 8, 'Ubicacion': (16.675227560067086, 55.65439455446661), 'AnchoDeBanda': 477}"
289,"{'ID': 289, 'Marca': 'Check Point', 'Modelo': 'SjXZbP', 'Puertos': 50, 'Ubicacion': (4.749339269127406, 16.861998343878838), 'AnchoDeBanda': 131}"
290,"{'ID': 290, 'Marca': 'HP', 'Modelo': 'b8cPjV', 'Puertos': 19, 'Ubicacion': (58.26390400090013, 19.073382252052706), 'AnchoDeBanda': 697}"
291,"{'ID': 291, 'Marca': 'FireEye', 'Modelo': 'Oqnu2y', 'Puertos': 44, 'Ubicacion': (47.71353516344723, 33.97816497011609), 'AnchoDeBanda': 445}"
292,"{'ID': 292, 'Marca': 'Juniper Networks', 'Modelo': 'MBOKGe', 'Puertos': 31, 'Ubicacion': (23.0008012282383, 7.043201735826477), 'AnchoDeBanda': 845}"
